,Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating,PlayScore,GameScore,CriticScore,GlobalSellers,TopSellers,TopRated,Critc_Count
409,890,2,2007,8,51,0.33,0.23,0.0,0.1,0.67,49,42,7.7,127,123,2,8.09,8.04,8.13,2,0,1,38
410,83,2,2006,9,88,0.35,0.22,0.0,0.1,0.66,30,26,6.9,9,389,3,7.28,7.62,6.94,2,0,0,22
411,259,3,2015,6,17,0.09,0.45,0.03,0.1,0.66,28,46,6.3,43,70,0,7.41,8.32,6.49,2,0,0,42
412,788,2,2007,8,81,0.2,0.33,0.0,0.13,0.66,43,35,7.7,107,347,2,7.85,7.83,7.88,2,0,0,31
413,540,1,2010,11,68,0.02,0.53,0.0,0.12,0.66,44,56,7.9,515,75,3,8.62,8.94,8.31,2,0,0,52
414,416,2,2012,0,95,0.27,0.2,0.11,0.08,0.66,30,37,7.1,199,159,2,7.45,8.05,6.84,2,0,0,33
415,847,2,2008,11,88,0.33,0.22,0.01,0.1,0.66,39,33,6.6,42,399,3,8.03,8.4,7.66,2,0,0,29
416,295,2,2010,0,89,0.06,0.03,0.55,0.01,0.66,23,30,6.9,29,198,2,6.57,7.61,5.52,2,0,0,26
417,568,2,2013,0,55,0.0,0.19,0.42,0.05,0.66,34,35,7.8,61,262,3,8.41,9.51,7.31,2,0,0,31
418,683,2,2008,10,88,0.31,0.23,0.01,0.1,0.65,26,30,6.3,26,392,3,7.12,7.6,6.63,2,0,0,26
419,287,1,2016,9,29,0.03,0.58,0.0,0.04,0.65,27,5,8.0,20,158,0,7.99,9.18,6.79,2,0,0,1
420,41,1,2013,0,88,0.22,0.38,0.0,0.05,0.64,47,10,7.7,1470,389,2,8.51,8.77,8.26,2,0,1,6
421,617,0,2011,4,88,0.23,0.35,0.0,0.06,0.64,24,39,6.6,48,390,0,7.13,7.78,6.48,2,0,0,35
422,301,1,2013,10,68,0.0,0.6,0.0,0.03,0.64,48,41,5.5,275,343,0,7.69,7.03,8.35,2,0,1,37
423,187,3,2016,0,12,0.22,0.32,0.0,0.1,0.64,51,56,7.7,569,21,2,8.85,9.12,8.58,2,0,1,52
424,534,2,2012,10,27,0.33,0.21,0.0,0.09,0.64,47,22,6.8,60,120,1,7.75,7.32,8.18,2,0,1,18
425,164,2,2012,2,83,0.23,0.14,0.2,0.07,0.64,37,34,7.7,109,364,2,7.92,8.45,7.39,2,0,0,30
426,423,2,2008,8,15,0.31,0.17,0.07,0.08,0.64,30,34,7.0,36,62,3,7.14,7.39,6.9,2,0,0,30
427,197,1,2011,0,27,0.23,0.33,0.0,0.08,0.63,45,45,4.5,4533,41,2,7.23,6.68,7.79,2,0,0,41
428,286,1,2014,8,88,0.15,0.44,0.0,0.04,0.63,43,17,6.7,1064,392,2,8.08,7.98,8.19,2,0,0,13
429,922,2,2009,8,3,0.25,0.27,0.0,0.11,0.63,34,58,7.4,77,429,2,7.33,7.87,6.8,2,0,0,54
430,142,1,2013,8,27,0.17,0.39,0.0,0.07,0.63,39,47,6.5,1223,81,2,7.98,8.31,7.66,2,0,0,43
431,537,3,2015,10,27,0.36,0.16,0.0,0.11,0.63,41,28,5.5,157,111,1,8.16,8.39,7.92,2,0,0,24
432,380,2,2011,3,88,0.33,0.2,0.0,0.09,0.62,38,5,6.0,7,389,1,7.99,8.65,7.33,2,0,0,1
433,400,0,2011,0,23,0.29,0.27,0.0,0.06,0.62,34,16,7.3,20,378,1,7.75,8.78,6.72,2,0,0,12
434,337,2,2009,3,3,0.28,0.24,0.0,0.1,0.62,49,44,8.0,48,243,3,8.21,8.27,8.14,2,0,1,40
435,915,2,2011,0,89,0.0,0.04,0.57,0.01,0.62,33,17,7.9,35,262,3,8.44,9.47,7.42,2,0,0,13
436,2,2,2014,10,27,0.15,0.36,0.01,0.09,0.61,36,33,4.3,87,101,0,7.82,8.44,7.21,2,0,0,29
437,516,2,2008,10,81,0.56,0.0,0.0,0.05,0.61,45,30,7.0,37,409,0,8.28,8.42,8.14,2,0,0,26
438,920,2,2009,8,12,0.22,0.27,0.01,0.11,0.61,33,61,6.4,55,25,2,6.86,6.93,6.79,2,0,0,57
439,585,3,2014,8,27,0.21,0.29,0.01,0.1,0.61,38,23,7.6,259,278,1,8.51,9.01,8.0,2,0,0,19
440,191,2,2011,0,23,0.3,0.22,0.0,0.09,0.61,33,29,6.9,13,127,1,7.65,8.66,6.63,2,0,0,25
441,895,2,2010,8,68,0.21,0.21,0.11,0.08,0.61,47,61,8.1,304,275,2,8.48,8.8,8.16,2,0,1,57
442,90,2,2014,8,81,0.26,0.21,0.05,0.1,0.61,40,24,6.3,130,3,2,8.32,9.04,7.6,2,0,0,20
443,664,2,2009,7,22,0.22,0.22,0.08,0.09,0.61,33,45,7.1,51,27,2,7.24,7.3,7.19,2,0,0,41
444,203,2,2011,2,55,0.27,0.18,0.09,0.07,0.61,21,26,5.4,77,339,3,6.96,7.03,6.89,2,0,0,22
445,938,2,2011,8,68,0.09,0.06,0.42,0.03,0.6,27,55,7.4,69,310,2,7.38,8.16,6.59,2,0,0,51
446,157,2,2013,0,22,0.26,0.19,0.07,0.09,0.6,25,25,5.9,140,365,2,7.47,8.57,6.37,2,0,0,21
447,221,2,2013,0,83,0.12,0.1,0.34,0.05,0.6,31,26,8.5,75,262,3,7.98,8.81,7.14,2,0,0,22
448,403,3,2014,0,95,0.13,0.38,0.0,0.09,0.6,35,47,6.6,88,358,1,7.98,8.84,7.12,2,0,0,43
449,906,3,2016,10,81,0.17,0.34,0.0,0.09,0.6,32,50,6.9,88,422,3,7.67,8.48,6.86,2,0,0,46
450,536,3,2014,10,27,0.31,0.19,0.0,0.1,0.6,23,28,3.6,306,110,1,6.82,7.51,6.12,2,0,0,24
451,865,1,2011,11,68,0.19,0.31,0.0,0.09,0.6,53,62,8.3,1180,75,3,8.89,8.95,8.83,2,0,1,58
452,161,1,2008,0,27,0.0,0.53,0.0,0.06,0.59,49,28,8.0,1093,109,2,8.57,8.84,8.3,2,0,1,24
453,532,2,2010,10,27,0.4,0.12,0.0,0.07,0.59,51,38,7.1,54,120,1,8.19,8.01,8.36,2,0,1,34
454,937,2,2012,0,68,0.0,0.0,0.59,0.0,0.59,46,34,8.5,180,310,2,8.79,9.32,8.25,2,0,0,30
455,43,1,2011,0,88,0.15,0.34,0.0,0.1,0.59,51,24,8.2,1102,392,2,8.63,8.69,8.56,2,0,1,20
456,481,2,2014,0,42,0.14,0.12,0.27,0.05,0.59,29,5,5.9,242,199,2,8.27,8.97,7.58,2,0,0,1
457,172,1,2011,8,76,0.25,0.25,0.0,0.08,0.58,53,52,8.5,3069,258,2,8.44,8.36,8.51,2,0,1,48
458,523,2,2008,10,27,0.54,0.0,0.0,0.04,0.58,44,20,7.3,25,113,0,7.8,8.28,7.31,2,0,0,16
459,430,2,2011,10,70,0.54,0.0,0.0,0.04,0.58,53,30,7.8,87,315,0,8.39,8.46,8.33,2,0,1,26
460,15,2,2011,1,27,0.22,0.24,0.04,0.08,0.58,33,51,7.9,181,336,2,7.96,8.9,7.02,2,0,0,47
461,685,0,2013,7,11,0.28,0.0,0.27,0.03,0.58,46,48,8.3,251,30,2,8.9,9.52,8.28,2,0,0,44
462,533,2,2011,10,27,0.36,0.15,0.0,0.07,0.58,49,33,7.5,52,120,1,8.22,8.14,8.29,2,0,1,29
463,618,2,2013,4,88,0.14,0.34,0.0,0.1,0.58,54,23,8.7,310,391,1,8.9,9.0,8.8,2,0,1,19
464,935,2,2012,11,81,0.24,0.23,0.0,0.1,0.57,52,20,8.2,296,136,2,8.47,8.29,8.66,2,0,1,16
465,706,0,2011,0,3,0.32,0.2,0.0,0.05,0.57,45,8,4.9,62,405,1,8.14,8.76,7.52,2,0,0,4
466,80,2,2009,2,61,0.36,0.1,0.06,0.06,0.57,50,50,8.4,112,18,3,8.26,8.21,8.3,2,0,1,46
467,531,2,2009,10,27,0.38,0.12,0.0,0.07,0.57,51,35,7.9,40,101,1,8.17,7.94,8.41,2,0,1,31
468,647,2,2010,3,45,0.43,0.08,0.0,0.05,0.57,54,34,8.0,95,169,3,8.66,8.36,8.96,2,0,1,30
469,183,2,2011,7,57,0.27,0.11,0.14,0.05,0.57,43,39,7.8,126,254,3,8.3,8.75,7.85,2,0,0,35
470,860,2,2008,0,81,0.08,0.36,0.0,0.12,0.57,38,36,7.5,20,268,0,7.79,7.85,7.74,2,0,0,32
471,655,0,2012,7,96,0.32,0.0,0.21,0.03,0.57,41,33,8.1,122,242,1,8.73,9.58,7.88,2,0,0,29
472,843,1,2014,8,27,0.22,0.3,0.0,0.04,0.56,49,29,6.2,1727,299,2,7.92,7.38,8.46,2,0,1,25
473,243,2,2010,0,55,0.24,0.22,0.01,0.09,0.55,43,53,7.4,312,249,3,7.87,7.98,7.76,2,0,0,49
474,631,3,2015,0,15,0.13,0.24,0.1,0.07,0.55,38,30,7.7,284,62,2,7.93,8.24,7.63,2,0,0,26
475,515,2,2007,10,81,0.5,0.01,0.0,0.05,0.55,44,18,6.8,19,409,0,7.95,8.19,7.71,2,0,0,14
476,39,1,2010,0,88,0.01,0.45,0.0,0.09,0.55,49,22,6.9,1611,392,2,8.34,8.53,8.14,2,0,1,18
477,710,2,2013,4,72,0.35,0.12,0.0,0.08,0.54,38,69,8.3,343,320,1,8.26,9.16,7.36,2,0,0,65
478,725,2,2012,8,81,0.19,0.23,0.04,0.08,0.54,40,27,8.0,350,421,2,8.41,8.88,7.93,2,0,0,23
479,535,2,2013,10,27,0.28,0.17,0.0,0.09,0.54,43,22,6.0,79,120,1,8.23,8.9,7.57,2,0,0,18
480,257,2,2013,6,17,0.01,0.42,0.03,0.09,0.54,40,22,6.3,40,71,0,8.09,8.55,7.64,2,0,0,18
481,251,2,2007,8,93,0.18,0.26,0.0,0.1,0.54,35,31,7.4,64,88,2,7.55,7.51,7.59,2,0,0,27
482,837,2,2012,10,27,0.24,0.21,0.0,0.08,0.54,38,14,5.7,9,120,0,7.86,8.38,7.34,2,0,0,10
483,224,2,2010,0,83,0.11,0.04,0.36,0.02,0.54,21,18,7.5,20,263,3,7.28,8.2,6.36,2,0,0,14
484,518,2,2009,10,27,0.46,0.02,0.01,0.05,0.54,44,32,7.5,25,101,0,7.84,8.12,7.55,2,0,0,28
485,292,0,2014,7,76,0.16,0.07,0.28,0.02,0.54,32,57,7.0,87,287,1,7.24,7.78,6.71,2,0,0,53
486,205,2,2013,7,57,0.25,0.07,0.17,0.05,0.53,45,62,8.3,288,403,3,8.6,9.22,7.98,2,0,0,58
487,576,1,2016,8,3,0.25,0.24,0.0,0.04,0.53,54,62,6.8,4052,47,3,8.48,8.05,8.91,2,0,1,58
488,743,1,2015,11,3,0.19,0.29,0.0,0.04,0.53,51,62,8.3,833,47,3,8.54,8.41,8.67,2,0,1,58
489,52,1,2011,0,95,0.16,0.28,0.0,0.09,0.53,54,27,8.6,1847,307,3,9.07,9.34,8.8,2,0,1,23
490,98,2,2011,8,27,0.23,0.2,0.01,0.08,0.53,46,57,7.7,288,124,2,8.26,8.39,8.13,2,0,0,53
491,487,2,2011,3,88,0.25,0.19,0.0,0.08,0.52,29,11,8.4,16,392,1,7.83,8.76,6.91,2,0,0,7
492,435,2,2006,10,27,0.47,0.0,0.01,0.04,0.52,39,25,4.2,22,113,0,7.31,6.95,7.66,2,0,0,21
493,517,2,2008,10,27,0.46,0.0,0.02,0.04,0.52,38,32,7.8,15,101,0,7.91,8.28,7.53,2,0,0,28
494,653,3,2015,0,27,0.18,0.25,0.0,0.08,0.52,24,33,3.7,78,113,0,6.4,6.63,6.16,2,0,0,29
495,418,3,2014,7,76,0.18,0.24,0.02,0.08,0.52,31,45,6.6,425,68,2,7.32,7.68,6.96,2,0,0,41
496,182,2,2008,7,76,0.33,0.03,0.11,0.04,0.52,41,51,7.5,150,254,3,7.91,8.41,7.41,2,0,0,47
497,826,2,2013,8,3,0.28,0.15,0.0,0.08,0.51,1,14,3.6,196,369,2,6.07,7.97,4.17,2,0,0,10
498,616,2,2007,0,80,0.09,0.32,0.0,0.1,0.51,18,8,4.8,4,172,0,7.04,7.53,6.55,2,0,0,4
499,199,1,2009,7,27,0.0,0.46,0.0,0.05,0.51,54,67,8.6,3542,41,2,8.83,8.93,8.72,2,0,1,63
500,424,2,2008,0,88,0.19,0.22,0.0,0.09,0.5,17,30,6.9,28,392,3,7.21,8.28,6.15,2,0,0,26
501,612,2,2010,11,88,0.18,0.22,0.02,0.08,0.5,39,37,7.3,50,126,3,7.72,7.82,7.61,2,0,0,33
502,638,0,2011,6,55,0.19,0.15,0.12,0.03,0.49,38,59,7.2,56,235,0,8.05,8.75,7.35,2,0,0,55
503,223,2,2008,0,55,0.09,0.06,0.32,0.03,0.49,17,22,7.0,28,262,3,7.16,8.12,6.21,2,0,0,18
504,757,0,2011,0,68,0.26,0.15,0.05,0.04,0.49,18,57,5.5,31,322,0,6.81,7.77,5.85,2,0,0,53
505,719,0,2013,4,68,0.24,0.14,0.07,0.03,0.49,22,34,6.5,144,95,1,7.6,8.72,6.47,2,0,0,30
506,586,3,2016,8,27,0.2,0.21,0.0,0.08,0.49,44,29,7.7,111,278,1,8.52,8.92,8.11,2,0,0,25
507,632,0,2011,0,15,0.16,0.16,0.13,0.03,0.49,28,69,6.4,110,62,2,7.52,8.71,6.33,2,0,0,65
508,471,1,2010,8,27,0.2,0.23,0.0,0.06,0.49,35,26,6.4,516,92,2,7.31,7.5,7.12,2,0,0,22
509,36,0,2011,6,88,0.27,0.16,0.02,0.04,0.49,6,37,4.4,24,153,1,6.9,8.77,5.03,2,0,0,33
510,746,0,2011,0,56,0.31,0.09,0.05,0.03,0.49,21,55,6.3,29,250,1,6.77,7.77,5.77,2,0,0,51
511,93,0,2015,7,56,0.17,0.1,0.18,0.03,0.49,44,70,7.4,103,327,3,8.75,9.42,8.08,2,0,0,66
512,284,1,2008,0,88,0.01,0.45,0.0,0.03,0.48,48,34,5.8,1345,392,2,7.82,7.44,8.2,2,0,1,30
513,499,2,2011,6,70,0.21,0.19,0.0,0.08,0.48,40,74,7.7,155,129,3,8.13,8.56,7.7,2,0,0,70
514,815,2,2009,0,27,0.2,0.21,0.0,0.07,0.48,35,54,8.1,118,269,2,7.49,7.84,7.13,2,0,0,50
515,147,2,2008,8,20,0.23,0.16,0.01,0.07,0.47,35,47,7.6,70,93,2,7.26,7.4,7.12,2,0,0,43
516,252,2,2009,8,95,0.19,0.2,0.01,0.08,0.47,42,48,7.9,98,232,2,7.66,7.56,7.77,2,0,0,44
517,911,1,2009,11,80,0.0,0.45,0.0,0.02,0.47,48,67,8.1,1502,297,2,8.46,8.5,8.42,2,0,1,63
518,569,3,2015,0,55,0.09,0.22,0.1,0.06,0.46,37,34,7.4,118,262,3,8.37,9.33,7.41,2,0,0,30
519,879,2,2011,7,90,0.26,0.1,0.06,0.05,0.46,33,28,7.0,65,293,2,7.02,6.9,7.13,2,0,0,24
520,693,2,2012,0,42,0.21,0.15,0.04,0.06,0.46,27,41,6.9,262,404,2,7.19,7.92,6.46,2,0,0,37
521,622,2,2011,8,80,0.2,0.15,0.03,0.07,0.45,34,52,7.3,58,411,2,7.63,8.07,7.19,2,0,0,48
522,253,2,2011,8,95,0.21,0.16,0.01,0.07,0.45,37,48,7.1,103,88,2,7.47,7.64,7.3,2,0,0,44
523,602,3,2016,10,42,0.02,0.27,0.11,0.05,0.45,48,61,7.6,478,201,0,8.6,8.8,8.4,2,0,1,57
524,923,1,2014,8,12,0.13,0.29,0.0,0.03,0.45,44,23,8.2,1647,214,2,8.35,8.85,7.85,2,0,0,19
525,166,2,2013,0,3,0.23,0.14,0.0,0.08,0.45,24,27,7.2,221,174,2,7.55,8.71,6.38,2,0,0,23
526,918,1,2014,0,88,0.15,0.26,0.0,0.03,0.45,40,18,4.7,3288,392,2,7.44,6.98,7.91,2,0,0,14
527,912,2,2011,8,80,0.13,0.23,0.0,0.08,0.44,33,46,7.4,162,297,2,7.47,8.11,6.82,2,0,0,42
528,900,2,2011,10,68,0.09,0.24,0.03,0.08,0.44,32,49,6.6,28,322,0,6.97,7.24,6.69,2,0,0,45
529,708,3,2014,0,3,0.19,0.18,0.0,0.07,0.44,41,46,5.6,32,377,1,8.38,8.82,7.95,2,0,0,42
530,859,2,2007,10,3,0.36,0.04,0.0,0.04,0.44,36,36,6.6,17,243,3,7.46,7.44,7.49,2,0,0,32
531,808,2,2008,4,93,0.19,0.18,0.0,0.07,0.44,22,22,6.6,36,125,1,7.0,7.29,6.71,2,0,0,18
532,727,2,2010,0,3,0.26,0.12,0.0,0.05,0.44,37,57,7.5,96,36,3,7.63,7.95,7.31,2,0,0,53
533,245,2,2008,7,10,0.19,0.12,0.07,0.05,0.44,43,34,7.8,117,383,3,8.11,8.07,8.14,2,0,0,30
534,558,2,2012,0,83,0.19,0.09,0.11,0.05,0.43,21,43,5.0,152,364,2,6.28,6.84,5.71,2,0,0,39
535,545,2,2014,2,55,0.15,0.14,0.09,0.06,0.43,36,26,7.5,100,84,3,8.19,8.97,7.41,2,0,0,22
536,433,2,2014,10,71,0.35,0.0,0.0,0.08,0.43,44,26,6.8,79,315,0,8.37,8.69,8.05,2,0,0,22
537,362,2,2010,7,83,0.22,0.09,0.07,0.04,0.43,8,31,7.0,148,177,3,6.1,7.25,4.95,2,0,0,27
538,580,2,2013,8,2,0.22,0.14,0.0,0.08,0.43,37,12,6.2,181,267,2,8.33,9.16,7.5,2,0,0,8
539,358,0,2013,7,66,0.23,0.12,0.04,0.04,0.43,10,14,6.0,24,357,1,6.12,6.88,5.36,2,0,0,10
540,381,2,2012,3,88,0.26,0.11,0.0,0.06,0.43,40,5,7.1,29,389,1,8.01,8.66,7.35,2,0,0,1
541,470,1,2012,8,81,0.16,0.22,0.0,0.05,0.43,50,30,7.6,2202,305,2,8.35,8.27,8.42,2,0,1,26
542,19,2,2010,7,68,0.19,0.17,0.0,0.07,0.43,27,49,6.9,117,261,2,6.9,7.17,6.63,2,0,0,45
543,871,3,2014,6,88,0.13,0.22,0.01,0.07,0.42,42,51,7.2,244,296,1,8.17,8.5,7.85,2,0,0,47
544,750,0,2014,9,56,0.0,0.14,0.27,0.01,0.42,39,39,8.2,54,217,1,8.11,8.75,7.48,2,0,0,35
545,49,0,2013,0,67,0.0,0.0,0.42,0.0,0.42,9,22,4.5,34,340,2,6.99,8.67,5.31,2,0,0,18
546,377,3,2013,3,88,0.19,0.16,0.0,0.07,0.41,38,4,5.5,51,389,1,7.98,8.54,7.41,2,0,0,0
547,287,3,2016,9,29,0.05,0.31,0.0,0.06,0.41,32,17,8.7,12,220,0,7.96,8.96,6.95,2,0,0,13
548,777,2,2013,0,2,0.07,0.2,0.09,0.05,0.41,44,12,7.9,70,121,3,8.53,9.23,7.83,2,0,0,8
549,855,1,2016,8,88,0.22,0.15,0.0,0.04,0.41,42,33,5.8,1188,219,2,7.39,6.8,7.98,2,0,0,29
550,329,2,2010,3,45,0.19,0.15,0.0,0.06,0.41,39,41,6.3,24,170,3,7.84,8.16,7.52,2,0,0,37
551,258,2,2014,6,17,0.07,0.26,0.02,0.06,0.41,25,19,4.1,28,71,0,7.79,8.69,6.89,2,0,0,15
552,107,1,2014,8,3,0.15,0.23,0.0,0.03,0.41,41,18,4.5,1136,330,2,6.82,5.8,7.84,2,0,0,14
553,907,2,2011,2,80,0.16,0.18,0.0,0.07,0.41,38,51,6.4,36,355,3,7.51,7.78,7.25,2,0,0,47
554,82,2,2010,2,61,0.21,0.07,0.09,0.04,0.41,50,29,8.0,65,18,3,8.33,8.32,8.34,2,0,1,25
555,213,1,2011,8,81,0.18,0.17,0.0,0.06,0.41,17,48,5.7,1183,157,2,6.22,6.75,5.69,2,0,0,44
556,382,2,2009,5,55,0.26,0.04,0.06,0.04,0.4,37,51,8.1,50,34,0,8.01,8.61,7.42,2,0,0,47
557,768,3,2015,7,55,0.17,0.15,0.02,0.06,0.4,35,59,6.8,315,34,3,8.06,8.7,7.41,2,0,0,55
558,410,3,2016,1,76,0.15,0.15,0.03,0.06,0.4,48,23,8.6,672,86,2,8.58,9.48,7.69,2,0,1,19
559,46,2,2012,0,15,0.18,0.12,0.06,0.05,0.4,34,39,7.4,169,84,3,7.51,7.81,7.21,2,0,0,35
560,261,1,2013,10,27,0.01,0.36,0.0,0.03,0.4,50,6,4.6,441,101,0,7.43,6.54,8.32,2,0,1,2
561,269,1,2012,0,27,0.02,0.31,0.0,0.07,0.4,49,7,6.6,286,120,0,7.75,7.23,8.27,2,0,1,3
562,447,1,2010,0,81,0.17,0.17,0.0,0.05,0.4,40,46,7.9,1238,4,2,8.48,9.29,7.68,2,0,0,42
563,679,2,2008,10,68,0.13,0.2,0.0,0.07,0.4,30,31,7.4,7,350,1,7.2,7.43,6.97,2,0,0,27
564,404,0,2012,0,95,0.2,0.16,0.0,0.03,0.39,24,4,7.6,10,358,1,7.59,8.76,6.43,2,0,0,0
565,30,2,2012,9,55,0.09,0.04,0.24,0.02,0.39,28,26,7.3,47,143,3,6.87,7.08,6.66,2,0,0,22
566,466,1,2010,7,27,0.01,0.32,0.0,0.06,0.39,57,55,8.8,3559,41,2,9.24,9.22,9.26,2,0,1,51
567,605,0,2012,7,55,0.18,0.04,0.15,0.02,0.39,33,53,7.3,146,233,3,7.77,8.64,6.89,2,0,0,49
568,446,0,2011,10,27,0.36,0.01,0.0,0.03,0.39,12,18,5.3,16,113,0,6.99,8.78,5.2,2,0,0,14
569,870,2,2012,0,3,0.19,0.14,0.0,0.06,0.39,40,32,8.2,87,174,3,8.24,8.88,7.6,2,0,0,28
570,129,0,2011,11,88,0.25,0.06,0.05,0.03,0.39,7,18,5.3,9,389,1,6.16,7.79,4.53,2,0,0,14
571,892,3,2016,1,70,0.18,0.15,0.0,0.07,0.39,35,49,8.0,68,352,2,7.91,8.75,7.07,2,0,0,45
572,705,3,2013,4,3,0.2,0.12,0.0,0.06,0.39,42,7,5.2,45,405,1,8.21,9.18,7.24,2,0,0,3
573,136,2,2008,0,68,0.17,0.16,0.0,0.06,0.39,45,37,8.1,89,232,2,7.83,7.62,8.03,2,0,0,33
574,378,3,2014,3,88,0.19,0.13,0.0,0.07,0.39,35,8,5.8,32,389,1,8.04,8.8,7.28,2,0,0,4
575,216,2,2011,7,76,0.17,0.13,0.03,0.05,0.39,34,52,6.3,86,261,3,7.13,7.14,7.12,2,0,0,48
576,463,2,2006,7,3,0.33,0.02,0.0,0.03,0.38,41,35,7.6,49,289,3,7.6,7.72,7.49,2,0,0,31
577,522,2,2007,10,27,0.35,0.0,0.0,0.03,0.38,40,13,7.9,28,110,0,7.64,7.69,7.6,2,0,0,9
578,897,2,2008,0,68,0.14,0.17,0.0,0.07,0.38,28,38,7.4,32,75,2,6.96,7.24,6.68,2,0,0,34
579,648,3,2015,3,33,0.26,0.05,0.0,0.07,0.38,41,51,6.3,87,169,3,8.02,8.32,7.73,2,0,0,47
580,60,1,2016,8,27,0.11,0.24,0.0,0.03,0.38,51,54,7.6,1137,104,2,7.58,6.64,8.51,2,0,1,50
581,483,0,2012,0,42,0.15,0.11,0.1,0.02,0.38,41,46,7.8,167,199,2,8.7,9.69,7.71,2,0,0,42
582,173,3,2016,7,76,0.11,0.21,0.0,0.06,0.38,47,59,7.6,511,118,2,8.32,8.43,8.21,2,0,1,55
583,670,1,2011,0,80,0.16,0.16,0.0,0.06,0.38,47,22,8.1,1263,411,2,8.72,9.44,8.0,2,0,1,18
584,899,2,2009,10,68,0.09,0.22,0.0,0.06,0.38,33,34,6.3,21,350,0,6.97,6.96,6.98,2,0,0,30
585,12,1,2005,11,50,0.0,0.33,0.0,0.05,0.38,44,52,7.7,519,122,3,8.4,8.84,7.97,2,0,0,48
586,596,0,2011,10,42,0.11,0.13,0.11,0.02,0.38,36,43,6.7,18,201,0,7.35,7.58,7.11,2,0,0,39
587,377,2,2013,3,88,0.17,0.14,0.0,0.06,0.38,40,6,7.1,25,389,1,8.22,8.88,7.57,2,0,0,2
588,514,2,2006,10,81,0.3,0.04,0.0,0.03,0.37,43,20,7.4,8,409,0,7.89,7.94,7.85,2,0,0,16
589,548,1,2010,6,27,0.12,0.2,0.0,0.05,0.37,49,14,6.7,556,77,1,8.07,8.06,8.07,2,0,1,10
590,226,2,2010,2,27,0.16,0.14,0.01,0.06,0.37,40,47,6.9,38,113,3,8.01,8.47,7.55,2,0,0,43
591,838,2,2013,10,27,0.16,0.14,0.0,0.07,0.37,37,28,3.8,26,113,0,7.99,8.38,7.6,2,0,0,24
592,700,2,2007,10,27,0.29,0.04,0.0,0.03,0.37,48,31,8.2,57,100,3,7.96,7.96,7.97,2,0,1,27
593,614,1,2011,8,12,0.14,0.18,0.0,0.06,0.37,42,32,5.2,1618,428,2,7.64,7.34,7.94,2,0,0,28
594,833,0,2014,3,76,0.13,0.08,0.15,0.02,0.37,46,52,8.2,66,182,3,8.55,8.8,8.31,2,0,0,48
595,649,3,2016,10,2,0.03,0.28,0.0,0.05,0.37,48,50,8.7,1290,284,0,8.84,9.35,8.32,2,0,1,46
596,176,3,2016,6,17,0.04,0.27,0.0,0.05,0.37,48,46,8.1,196,70,0,8.5,8.42,8.58,2,0,1,42
597,551,1,2011,0,27,0.09,0.21,0.0,0.07,0.36,32,18,5.8,338,44,3,6.73,6.73,6.74,2,0,0,14
598,692,1,2014,11,81,0.11,0.22,0.0,0.03,0.36,44,78,5.5,1027,136,1,6.84,5.68,8.01,2,0,0,74
599,407,1,2009,8,92,0.0,0.32,0.0,0.04,0.36,52,55,8.5,2530,402,2,9.14,9.68,8.6,2,0,1,51
600,76,2,2009,4,15,0.12,0.17,0.01,0.06,0.36,34,48,7.4,62,148,2,7.42,7.55,7.29,2,0,0,44
601,379,3,2015,3,88,0.17,0.13,0.0,0.06,0.36,36,10,6.8,20,389,1,8.04,8.89,7.2,2,0,0,6
602,231,2,2013,8,20,0.04,0.02,0.27,0.01,0.35,32,28,7.5,52,319,2,7.94,8.96,6.93,2,0,0,24
603,151,2,2010,0,15,0.18,0.12,0.0,0.05,0.35,22,50,6.0,36,13,3,6.33,6.59,6.08,2,0,0,46
604,338,2,2009,3,3,0.2,0.11,0.0,0.05,0.35,36,34,7.2,9,36,3,7.4,7.59,7.21,2,0,0,30
605,357,3,2016,8,22,0.06,0.21,0.03,0.05,0.35,11,43,3.8,212,90,2,6.5,7.57,5.44,2,0,0,39
606,302,1,2015,9,68,0.0,0.33,0.0,0.02,0.35,44,34,6.9,97,322,0,6.96,5.64,8.28,2,0,0,30
607,168,2,2013,8,86,0.19,0.1,0.0,0.06,0.35,22,21,6.9,145,384,2,7.55,8.63,6.46,2,0,0,17
608,492,3,2016,4,27,0.11,0.16,0.02,0.05,0.35,32,50,4.7,578,104,3,7.84,8.46,7.21,2,0,0,46
609,242,2,2008,8,3,0.23,0.07,0.0,0.04,0.35,23,30,6.4,14,423,3,7.0,6.94,7.05,2,0,0,26
610,490,2,2009,0,26,0.14,0.15,0.0,0.06,0.34,36,37,8.7,62,188,1,7.88,8.52,7.25,2,0,0,33
611,132,1,2013,11,80,0.06,0.25,0.0,0.04,0.34,43,82,2.1,6157,297,2,7.91,7.81,8.02,2,0,0,78
612,849,0,2011,11,88,0.22,0.09,0.0,0.03,0.34,40,49,7.9,78,389,3,7.73,7.81,7.65,2,0,0,45
613,530,2,2008,10,27,0.29,0.02,0.0,0.03,0.33,51,25,7.7,41,101,1,8.37,8.39,8.35,2,0,1,21
614,925,3,2016,7,76,0.08,0.14,0.08,0.04,0.33,40,74,8.3,222,344,1,8.28,8.76,7.79,2,0,0,70
